Region,Sub-region,Country,Indicator,Year,Count,Rate
Europe,Southern Europe,Portugal,Mortality: Total deaths,2010,64,540.586198159
Europe,Southern Europe,Portugal,Mortality: Total deaths,2011,64,494.017753763
Europe,Southern Europe,Portugal,Mortality: Total deaths,2012,66,475.675675676
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2010,19,160.486527578
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2011,9,69.471246623
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2012,16,115.315315315
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2010,0,0
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2011,1,7.719027403
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2012,0,0
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2010,19,160.486527578
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2011,8,61.752219220
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2012,16,115.315315315
Europe,Eastern Europe,Romania,Mortality: Total deaths,2010,77,272.624274182
Europe,Eastern Europe,Romania,Mortality: Total deaths,2011,88,286.700983906
Europe,Eastern Europe,Romania,Mortality: Total deaths,2012,115,361.441996417
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2010,67,237.218524288
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2011,78,254.121326644
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2010,1,3.540574989
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2011,1,3.257965726
Europe,Eastern Europe,Romania,Mortality: Death by suicide,2010,9,31.865174904
Europe,Eastern Europe,Romania,Mortality: Death by suicide,2011,9,29.321691536
Europe,Southern Europe,Serbia,Mortality: Total deaths,2010,69,615.466952101
Europe,Southern Europe,Serbia,Mortality: Total deaths,2011,63,569.105691057
Europe,Southern Europe,Serbia,Mortality: Total deaths,2012,90,880.109524741
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2010,0,0
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2011,0,0
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2012,0,0
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2010,0,0
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2011,0,0
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2012,0,0
Europe,Southern Europe,Serbia,Mortality: Death by suicide,2010,6,53.518865400
Europe,Southern Europe,Serbia,Mortality: Death by suicide,2011,4,36.133694670
Europe,Southern Europe,Serbia,Mortality: Death by suicide,2012,7,68.452963035
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2010,16,159.505532848
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2011,15,142.517814727
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2012,23,211.981566820
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2010,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2011,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2012,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2010,8,79.752766424
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2011,7,66.508313539
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2012,6,55.299539171
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2010,5,370.096225019
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2011,4,314.218381775
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2010,1,74.019245004
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2011,2,157.109190888
Europe,Southern Europe,Slovenia,Mortality: Death by intentional homicide,2010,0,0
Europe,Southern Europe,Slovenia,Mortality: Death by intentional homicide,2011,0,0
Europe,Southern Europe,Slovenia,Mortality: Death by suicide,2010,1,74.019245004
Europe,Southern Europe,Slovenia,Mortality: Death by suicide,2011,2,157.109190888
Europe,Northern Europe,Sweden,Mortality: Total deaths,2010,14,204.498977505
Europe,Northern Europe,Sweden,Mortality: Total deaths,2011,14,209.926525716
Europe,Northern Europe,Sweden,Mortality: Total deaths,2012,16,254.129606099
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2010,3,43.821209465
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2011,8,119.958014695
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2012,7,111.181702668
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2010,0,0
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2011,0,0
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2012,0,0
Europe,Northern Europe,Sweden,Mortality: Death by suicide,2010,3,43.821209465
Europe,Northern Europe,Sweden,Mortality: Death by suicide,2011,7,104.963262858
Europe,Northern Europe,Sweden,Mortality: Death by suicide,2012,7,111.181702668
Europe,Western Europe,Switzerland,Mortality: Total deaths,2010,12,208.152645273
Europe,Western Europe,Switzerland,Mortality: Total deaths,2011,10,177.746178457
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2010,6,104.076322637
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2011,6,106.647707074
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2010,197,234.512642255
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2011,192,227.412706685
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2012,192,226.185707891
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2010,1,1.190419504
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2011,2,2.368882361
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2012,0,0
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2010,58,69.044331222
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2011,57,67.513147297
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2012,60,70.683033716
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2010,0,0
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2011,0,0
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2010,4775,582.828825310
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2011,4402,582.546370797
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2012,4124,587.540550128
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2010,476,58.099794942
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2011,443,58.625179978
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2012,474,67.530121426
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2013,0,0
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2012,0,0
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2013,0,0
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2012,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2013,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2012,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by suicide,2013,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by suicide,2012,0,0
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2013,12,123.039064903
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2013,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2013,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2013,4,41.013021634
Europe,Southern Europe,Albania,Mortality: Total deaths,2013,13,260.104041617
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2013,9,180.072028812
Europe,Southern Europe,Albania,Mortality: Death by intentional homicide,2013,0,0
Europe,Southern Europe,Albania,Mortality: Death by suicide,2013,4,80.032012805
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2013,32,362.236812316
Europe,Eastern Europe,Bulgaria,Mortality: Death by suicide,2013,4,45.279601540
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2013,26,156.203063983
Europe,Eastern Europe,Czechia,Mortality: Death by intentional homicide,2013,0,0
Europe,Eastern Europe,Czechia,Mortality: Death by suicide,2013,7,42.054671072
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2013,48,518.302559119
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2012,7,71.949840682
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2013,1,10.797969982
Europe,Northern Europe,Lithuania,Mortality: Death by suicide,2013,12,129.575639780
Europe,Southern Europe,Portugal,Mortality: Total deaths,2013,62,426.556587547
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2013,13,89.439284486
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2013,0,0
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2013,13,89.439284486
Europe,Southern Europe,Slovenia,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Slovenia,Mortality: Death by suicide,2014,0,0
Europe,Northern Europe,Latvia,Mortality: Total deaths,2013,15,292.056074766
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2013,5,97.352024922
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2013,2,38.940809969
Europe,Northern Europe,Latvia,Mortality: Death by suicide,2013,3,58.411214953
Europe,Southern Europe,Malta,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Malta,Mortality: Death by suicide,2014,0,0
Europe,Eastern Europe,Romania,Mortality: Total deaths,2013,102,305.078662439
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2013,20,59.819345576
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2012,20,62.859477638
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2013,2,5.981934558
Europe,Eastern Europe,Romania,Mortality: Death by suicide,2013,18,53.837411019
Europe,Eastern Europe,Romania,Mortality: Death by suicide,2012,22,69.145425402
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Sweden,Mortality: Total deaths,2013,13,227.153590774
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2013,6,104.840118819
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2013,0,0
Europe,Northern Europe,Sweden,Mortality: Death by suicide,2013,6,104.840118819
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2013,3,167.037861915
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2012,7,416.171224732
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Total deaths,2013,24,304.028375982
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Total deaths,2012,21,260.642919201
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Death by suicide,2013,5,63.339244996
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Death by suicide,2012,6,74.469405486
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2013,215,262.566557569
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2013,84,102.584143422
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2013,4,4.884959211
Europe,Northern Europe,Denmark,Mortality: Total deaths,2013,8,195.551209973
Europe,Northern Europe,Denmark,Mortality: Total deaths,2012,5,130.582397493
Europe,Northern Europe,Denmark,Mortality: Death by intentional homicide,2013,0,0
Europe,Northern Europe,Denmark,Mortality: Death by suicide,2013,3,73.331703740
Europe,Northern Europe,Denmark,Mortality: Death by suicide,2012,4,104.465917994
Europe,Northern Europe,Estonia,Mortality: Total deaths,2013,5,160.668380463
Europe,Northern Europe,Estonia,Mortality: Deaths due to external causes,2014,1,32.959789057
Europe,Northern Europe,Estonia,Mortality: Deaths due to external causes,2013,3,96.401028278
Europe,Northern Europe,Estonia,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Estonia,Mortality: Death by intentional homicide,2013,0,0
Europe,Northern Europe,Estonia,Mortality: Death by suicide,2014,1,32.959789057
Europe,Northern Europe,Estonia,Mortality: Death by suicide,2013,2,64.267352185
Europe,Eastern Europe,Belarus,Mortality: Total deaths,2014,96,322.407307899
Europe,Eastern Europe,Belarus,Mortality: Total deaths,2013,87,305.574092937
Europe,Eastern Europe,Belarus,Mortality: Total deaths,2012,109,377.934190909
Europe,Eastern Europe,Belarus,Mortality: Deaths due to external causes,2014,3,10.075228372
Europe,Eastern Europe,Belarus,Mortality: Deaths due to external causes,2013,2,7.024691792
Europe,Eastern Europe,Belarus,Mortality: Deaths due to external causes,2012,4,13.869144621
Europe,Eastern Europe,Belarus,Mortality: Death by suicide,2014,3,10.075228372
Europe,Eastern Europe,Belarus,Mortality: Death by suicide,2013,2,7.024691792
Europe,Eastern Europe,Belarus,Mortality: Death by suicide,2012,4,13.869144621
Europe,Southern Europe,Croatia,Mortality: Total deaths,2014,16,425.192665427
Europe,Southern Europe,Croatia,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Croatia,Mortality: Death by suicide,2014,0,0
Europe,Southern Europe,Holy See,Mortality: Total deaths,2013,0,
Europe,Southern Europe,Holy See,Mortality: Total deaths,2012,0,0
Europe,Southern Europe,Holy See,Mortality: Deaths due to external causes,2013,0,
Europe,Southern Europe,Holy See,Mortality: Deaths due to external causes,2012,0,0
Europe,Southern Europe,Holy See,Mortality: Death by intentional homicide,2013,0,
Europe,Southern Europe,Holy See,Mortality: Death by intentional homicide,2012,0,0
Europe,Southern Europe,Holy See,Mortality: Death by suicide,2013,0,
Europe,Southern Europe,Holy See,Mortality: Death by suicide,2012,0,0
Europe,Northern Europe,Ireland,Mortality: Total deaths,2014,9,238.284352661
Europe,Northern Europe,Ireland,Mortality: Total deaths,2013,10,244.618395303
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2014,47,642.691098045
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2013,27,394.390885188
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2012,29,441.064638783
